TIMESTAMP_HORA;LLEGADAS_HORA;PACIENTES_PRESENTES;CAP_BOXES_NOMINAL;RATIO_PRESENTES_BOXES_NOMINALES;EXCESO_SOBRE_BOXES_NOMINALES;TURNO;MEDICOS_TURNO;ENFERMERAS_TURNO;PACIENTES_POR_MEDICO;PACIENTES_POR_ENFERMERA;TRIAGE_DELAY_MEDIA;TRIAGE_DELAY_P95;INGRESOS_HORA;PCT_INGRESO;TRIAJE_I;TRIAJE_II;TRIAJE_III;TRIAJE_IV;TRIAJE_V;PCT_TRIAJE_ALTO_I_II
2023-09-20 08:00:00;7;12;9;1.333;3;MANANA;10;8;1.200;1.500;5.143;7.400;1;0.143;0;0;1;6;0;0.000
2023-09-20 09:00:00;16;18;9;2.000;9;MANANA;10;8;1.800;2.250;11.188;27.250;3;0.188;0;0;2;10;4;0.000
2023-09-20 10:00:00;14;26;9;2.889;17;MANANA;10;8;2.600;3.250;11.846;18.400;2;0.143;0;0;1;6;6;0.000
2023-09-20 11:00:00;12;33;9;3.667;24;MANANA;10;8;3.300;4.125;14.364;41.000;0;0.000;0;0;2;5;4;0.000
2023-09-20 12:00:00;11;33;9;3.667;24;MANANA;10;8;3.300;4.125;12.545;44.000;2;0.182;0;0;2;9;0;0.000
2023-09-20 13:00:00;8;38;9;4.222;29;MANANA;10;8;3.800;4.750;14.375;39.100;2;0.250;0;0;3;4;1;0.000
2023-09-20 14:00:00;4;29;9;3.222;20;MANANA;10;8;2.900;3.625;13.250;20.250;2;0.500;0;0;1;2;1;0.000
2023-09-20 15:00:00;13;26;9;2.889;17;TARDE;10;8;2.600;3.250;18.818;31.500;3;0.231;0;0;5;3;3;0.000
2023-09-20 16:00:00;16;30;9;3.333;21;TARDE;10;8;3.000;3.750;16.357;27.050;3;0.188;0;2;5;4;3;0.143
2023-09-20 17:00:00;12;38;9;4.222;29;TARDE;10;8;3.800;4.750;18.000;33.250;1;0.083;0;1;4;4;3;0.083
2023-09-20 18:00:00;8;42;9;4.667;33;TARDE;10;8;4.200;5.250;6.250;11.300;0;0.000;0;0;3;4;1;0.000
2023-09-20 19:00:00;5;36;9;4.000;27;TARDE;10;8;3.600;4.500;7.750;12.850;0;0.000;0;0;2;1;1;0.000
2023-09-20 20:00:00;5;29;9;3.222;20;TARDE;10;8;2.900;3.625;4.000;4.850;1;0.200;0;1;1;1;1;0.250
2023-09-20 21:00:00;6;20;9;2.222;11;TARDE;10;8;2.000;2.500;5.833;9.500;2;0.333;0;1;0;3;2;0.167
2023-09-20 22:00:00;6;22;9;2.444;13;NOCHE;5;8;4.400;2.750;6.333;9.500;0;0.000;0;0;0;4;2;0.000
2023-09-20 23:00:00;5;21;9;2.333;12;NOCHE;5;8;4.200;2.625;5.250;7.850;0;0.000;0;0;0;3;1;0.000
2023-09-21 00:00:00;2;20;9;2.222;11;NOCHE;5;8;4.000;2.500;6.000;6.900;0;0.000;0;0;0;1;1;0.000
2023-09-21 01:00:00;2;14;9;1.556;5;NOCHE;5;8;2.800;1.750;7.000;8.800;0;0.000;0;0;0;0;2;0.000
2023-09-21 02:00:00;2;8;9;0.889;0;NOCHE;5;8;1.600;1.000;9.000;10.800;0;0.000;0;0;0;1;1;0.000
2023-09-21 03:00:00;2;5;9;0.556;0;NOCHE;5;8;1.000;0.625;4.000;4.000;1;0.500;0;0;0;0;2;0.000
2023-09-21 04:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2023-09-21 05:00:00;1;4;9;0.444;0;NOCHE;5;8;0.800;0.500;9.000;9.000;0;0.000;0;0;0;1;0;0.000
2023-09-21 06:00:00;3;3;9;0.333;0;NOCHE;5;8;0.600;0.375;4.667;5.900;0;0.000;0;0;0;2;1;0.000
2023-09-21 07:00:00;0;5;9;0.556;0;NOCHE;5;8;1.000;0.625;;;0;0.000;0;0;0;0;0;
2023-09-21 08:00:00;7;5;9;0.556;0;MANANA;10;8;0.500;0.625;4.000;5.750;1;0.143;0;0;1;0;5;0.000
2023-09-21 09:00:00;10;6;9;0.667;0;MANANA;10;8;0.600;0.750;9.200;21.650;0;0.000;0;1;3;2;4;0.100
2023-09-21 10:00:00;9;16;9;1.778;7;MANANA;10;8;1.600;2.000;16.778;41.600;2;0.222;0;0;4;2;3;0.000
2023-09-21 11:00:00;15;16;9;1.778;7;MANANA;10;8;1.600;2.000;21.000;28.450;3;0.200;0;2;1;4;5;0.167
2023-09-21 12:00:00;10;25;9;2.778;16;MANANA;10;8;2.500;3.125;8.250;12.650;2;0.200;0;0;4;2;2;0.000
2023-09-21 13:00:00;10;31;9;3.444;22;MANANA;10;8;3.100;3.875;8.600;15.550;1;0.100;0;2;4;3;1;0.200
2023-09-21 14:00:00;9;23;9;2.556;14;MANANA;10;8;2.300;2.875;5.556;11.600;4;0.444;0;0;4;4;1;0.000
2023-09-21 15:00:00;7;23;9;2.556;14;TARDE;10;8;2.300;2.875;6.333;13.250;0;0.000;0;0;0;2;4;0.000
2023-09-21 16:00:00;7;21;9;2.333;12;TARDE;10;8;2.100;2.625;8.286;20.200;1;0.143;0;0;1;3;3;0.000
2023-09-21 17:00:00;3;18;9;2.000;9;TARDE;10;8;1.800;2.250;4.667;8.400;0;0.000;0;0;1;2;0;0.000
2023-09-21 18:00:00;5;21;9;2.333;12;TARDE;10;8;2.100;2.625;7.800;16.400;0;0.000;0;0;1;2;2;0.000
2023-09-21 19:00:00;9;11;9;1.222;2;TARDE;10;8;1.100;1.375;4.750;7.650;1;0.111;0;0;1;6;1;0.000
2023-09-21 20:00:00;7;15;9;1.667;6;TARDE;10;8;1.500;1.875;3.429;5.400;0;0.000;0;0;0;4;3;0.000
2023-09-21 21:00:00;10;15;9;1.667;6;TARDE;10;8;1.500;1.875;8.889;13.800;1;0.100;0;0;0;5;4;0.000
2023-09-21 22:00:00;8;20;9;2.222;11;NOCHE;5;8;4.000;2.500;5.143;7.400;1;0.125;0;0;1;0;6;0.000
2023-09-21 23:00:00;6;17;9;1.889;8;NOCHE;5;8;3.400;2.125;7.500;10.750;2;0.333;0;0;0;2;4;0.000
2023-09-22 00:00:00;1;14;9;1.556;5;NOCHE;5;8;2.800;1.750;6.000;6.000;0;0.000;0;0;0;0;1;0.000
2023-09-22 01:00:00;4;5;9;0.556;0;NOCHE;5;8;1.000;0.625;5.000;6.850;0;0.000;0;0;0;4;0;0.000
2023-09-22 02:00:00;1;6;9;0.667;0;NOCHE;5;8;1.200;0.750;3.000;3.000;0;0.000;0;0;0;1;0;0.000
2023-09-22 03:00:00;0;2;9;0.222;0;NOCHE;5;8;0.400;0.250;;;0;0.000;0;0;0;0;0;
2023-09-22 04:00:00;2;0;9;0.000;0;NOCHE;5;8;0.000;0.000;3.000;3.000;1;0.500;0;0;0;1;1;0.000
2023-09-22 05:00:00;1;2;9;0.222;0;NOCHE;5;8;0.400;0.250;5.000;5.000;0;0.000;0;0;0;0;1;0.000
2023-09-22 06:00:00;1;2;9;0.222;0;NOCHE;5;8;0.400;0.250;6.000;6.000;0;0.000;0;0;1;0;0;0.000
2023-09-22 07:00:00;3;2;9;0.222;0;NOCHE;5;8;0.400;0.250;6.667;8.800;1;0.333;0;0;0;1;2;0.000
2023-09-22 08:00:00;12;4;9;0.444;0;MANANA;10;8;0.400;0.500;10.667;36.250;0;0.000;0;0;0;6;0;0.000
2023-09-22 09:00:00;17;16;9;1.778;7;MANANA;10;8;1.600;2.000;5.286;7.350;3;0.176;0;1;4;6;3;0.071
2023-09-22 10:00:00;14;24;9;2.667;15;MANANA;10;8;2.400;3.000;6.000;9.900;0;0.000;0;0;6;4;2;0.000
2023-09-22 11:00:00;20;32;9;3.556;23;MANANA;10;8;3.200;4.000;8.211;18.000;3;0.150;0;0;5;9;5;0.000
2023-09-22 12:00:00;12;40;9;4.444;31;MANANA;10;8;4.000;5.000;6.455;10.000;3;0.250;0;0;5;5;1;0.000
2023-09-22 13:00:00;13;36;9;4.000;27;MANANA;10;8;3.600;4.500;5.545;9.000;2;0.154;0;0;5;5;1;0.000
2023-09-22 14:00:00;12;33;9;3.667;24;MANANA;10;8;3.300;4.125;6.167;11.450;0;0.000;0;0;1;4;7;0.000
2023-09-22 15:00:00;9;33;9;3.667;24;TARDE;10;8;3.300;4.125;7.000;12.600;0;0.000;0;0;0;1;7;0.000
2023-09-22 16:00:00;15;39;9;4.333;30;TARDE;10;8;3.900;4.875;4.267;7.300;0;0.000;0;0;0;2;13;0.000
2023-09-22 17:00:00;17;51;9;5.667;42;TARDE;10;8;5.100;6.375;11.941;22.600;0;0.000;0;0;1;4;12;0.000
2023-09-22 18:00:00;8;48;9;5.333;39;TARDE;10;8;4.800;6.000;5.625;9.650;0;0.000;0;0;2;1;5;0.000
2023-09-22 19:00:00;14;37;9;4.111;28;TARDE;10;8;3.700;4.625;3.500;5.350;2;0.143;0;0;1;5;8;0.000
2023-09-22 20:00:00;13;40;9;4.444;31;TARDE;10;8;4.000;5.000;7.000;16.200;2;0.154;0;0;2;5;6;0.000
2023-09-22 21:00:00;6;38;9;4.222;29;TARDE;10;8;3.800;4.750;5.333;8.000;0;0.000;0;0;0;2;4;0.000
2023-09-22 22:00:00;8;37;9;4.111;28;NOCHE;5;8;7.400;4.625;10.125;14.300;1;0.125;0;0;0;4;4;0.000
2023-09-22 23:00:00;4;34;9;3.778;25;NOCHE;5;8;6.800;4.250;11.000;15.550;2;0.500;0;0;0;3;1;0.000
2023-09-23 00:00:00;5;18;9;2.000;9;NOCHE;5;8;3.600;2.250;31.250;60.150;2;0.400;0;1;0;1;2;0.250
2023-09-23 01:00:00;1;13;9;1.444;4;NOCHE;5;8;2.600;1.625;10.000;10.000;0;0.000;0;0;0;1;0;0.000
2023-09-23 02:00:00;2;10;9;1.111;1;NOCHE;5;8;2.000;1.250;6.000;6.900;0;0.000;0;0;0;0;2;0.000
2023-09-23 03:00:00;1;9;9;1.000;0;NOCHE;5;8;1.800;1.125;8.000;8.000;0;0.000;0;0;0;1;0;0.000
2023-09-23 04:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2023-09-23 05:00:00;0;5;9;0.556;0;NOCHE;5;8;1.000;0.625;;;0;0.000;0;0;0;0;0;
2023-09-23 06:00:00;0;4;9;0.444;0;NOCHE;5;8;0.800;0.500;;;0;0.000;0;0;0;0;0;
2023-09-23 07:00:00;1;1;9;0.111;0;NOCHE;5;8;0.200;0.125;16.000;16.000;0;0.000;0;0;0;0;1;0.000
2023-09-23 08:00:00;1;2;9;0.222;0;MANANA;10;8;0.200;0.250;5.000;5.000;0;0.000;0;0;0;0;1;0.000
2023-09-23 09:00:00;4;2;9;0.222;0;MANANA;10;8;0.200;0.250;4.250;5.000;1;0.250;0;0;0;4;0;0.000
2023-09-23 10:00:00;10;5;9;0.556;0;MANANA;10;8;0.500;0.625;6.400;10.650;2;0.200;0;0;3;7;0;0.000
2023-09-23 11:00:00;21;13;9;1.444;4;MANANA;10;8;1.300;1.625;8.714;12.000;7;0.333;0;0;3;17;1;0.000
2023-09-23 12:00:00;13;30;9;3.333;21;MANANA;10;8;3.000;3.750;4.889;9.600;4;0.308;0;0;5;4;0;0.000
2023-09-23 13:00:00;13;35;9;3.889;26;MANANA;10;8;3.500;4.375;6.923;12.800;4;0.308;0;0;1;12;0;0.000
2023-09-23 14:00:00;7;36;9;4.000;27;MANANA;10;8;3.600;4.500;5.667;7.750;0;0.000;0;0;0;5;1;0.000
2023-09-23 15:00:00;10;39;9;4.333;30;TARDE;10;8;3.900;4.875;7.900;13.200;2;0.200;0;1;4;4;1;0.100
2023-09-23 16:00:00;10;41;9;4.556;32;TARDE;10;8;4.100;5.125;5.400;8.100;2;0.200;0;0;2;7;1;0.000
2023-09-23 17:00:00;4;41;9;4.556;32;TARDE;10;8;4.100;5.125;7.250;9.000;0;0.000;0;0;1;3;0;0.000
2023-09-23 18:00:00;6;34;9;3.778;25;TARDE;10;8;3.400;4.250;4.000;5.700;0;0.000;0;0;1;2;1;0.000
2023-09-23 19:00:00;4;21;9;2.333;12;TARDE;10;8;2.100;2.625;4.000;4.900;1;0.250;0;0;0;2;1;0.000
2023-09-23 20:00:00;20;16;9;1.778;7;TARDE;10;8;1.600;2.000;8.235;13.600;1;0.050;0;0;2;10;5;0.000
2023-09-23 21:00:00;9;26;9;2.889;17;TARDE;10;8;2.600;3.250;5.111;8.000;2;0.222;0;0;1;6;2;0.000
2023-09-23 22:00:00;4;31;9;3.444;22;NOCHE;5;8;6.200;3.875;11.667;17.300;1;0.250;0;0;0;0;3;0.000
2023-09-23 23:00:00;1;27;9;3.000;18;NOCHE;5;8;5.400;3.375;7.000;7.000;1;1.000;0;0;0;0;1;0.000
2023-09-24 00:00:00;8;19;9;2.111;10;NOCHE;5;8;3.800;2.375;17.375;59.100;1;0.125;0;0;0;1;7;0.000
2023-09-24 01:00:00;4;20;9;2.222;11;NOCHE;5;8;4.000;2.500;6.000;8.000;0;0.000;0;0;1;1;2;0.000
2023-09-24 02:00:00;0;14;9;1.556;5;NOCHE;5;8;2.800;1.750;;;0;0.000;0;0;0;0;0;
2023-09-24 03:00:00;2;7;9;0.778;0;NOCHE;5;8;1.400;0.875;4.500;4.950;0;0.000;0;0;0;0;2;0.000
2023-09-24 04:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;3.500;5.750;0;0.000;0;0;1;0;1;0.000
2023-09-24 05:00:00;4;9;9;1.000;0;NOCHE;5;8;1.800;1.125;13.000;30.550;2;0.500;0;0;1;1;2;0.000
2023-09-24 06:00:00;3;13;9;1.444;4;NOCHE;5;8;2.600;1.625;13.667;20.200;0;0.000;0;0;0;1;2;0.000
2023-09-24 07:00:00;1;14;9;1.556;5;NOCHE;5;8;2.800;1.750;5.000;5.000;0;0.000;0;0;0;0;1;0.000
2023-09-24 08:00:00;1;15;9;1.667;6;MANANA;10;8;1.500;1.875;3.000;3.000;0;0.000;0;0;0;1;0;0.000
2023-09-24 09:00:00;7;10;9;1.111;1;MANANA;10;8;1.000;1.250;3.333;4.000;2;0.286;0;0;0;2;4;0.000
2023-09-24 10:00:00;8;11;9;1.222;2;MANANA;10;8;1.100;1.375;4.125;8.300;1;0.125;0;0;0;5;3;0.000
2023-09-24 11:00:00;12;15;9;1.667;6;MANANA;10;8;1.500;1.875;4.273;6.500;1;0.083;1;0;0;7;3;0.091
2023-09-24 12:00:00;12;24;9;2.667;15;MANANA;10;8;2.400;3.000;4.583;6.900;4;0.333;0;1;1;9;1;0.083
2023-09-24 13:00:00;13;26;9;2.889;17;MANANA;10;8;2.600;3.250;6.231;9.200;1;0.077;0;0;0;13;0;0.000
2023-09-24 14:00:00;2;34;9;3.778;25;MANANA;10;8;3.400;4.250;3.000;3.900;0;0.000;0;0;0;2;0;0.000
2023-09-24 15:00:00;6;30;9;3.333;21;TARDE;10;8;3.000;3.750;4.833;6.000;1;0.167;0;0;1;5;0;0.000
2023-09-24 16:00:00;9;28;9;3.111;19;TARDE;10;8;2.800;3.500;3.000;4.000;1;0.111;0;0;2;6;0;0.000
2023-09-24 17:00:00;13;27;9;3.000;18;TARDE;10;8;2.700;3.375;6.308;12.000;1;0.077;0;0;0;12;1;0.000
2023-09-24 18:00:00;7;31;9;3.444;22;TARDE;10;8;3.100;3.875;3.714;6.100;1;0.143;0;0;1;4;2;0.000
2023-09-24 19:00:00;7;25;9;2.778;16;TARDE;10;8;2.500;3.125;3.429;4.700;0;0.000;0;0;1;6;0;0.000
2023-09-24 20:00:00;8;24;9;2.667;15;TARDE;10;8;2.400;3.000;4.000;7.100;1;0.125;0;0;2;5;0;0.000
2023-09-24 21:00:00;9;21;9;2.333;12;TARDE;10;8;2.100;2.625;5.333;8.800;1;0.111;0;0;2;7;0;0.000
2023-09-24 22:00:00;3;22;9;2.444;13;NOCHE;5;8;4.400;2.750;6.333;8.800;0;0.000;0;0;0;3;0;0.000
2023-09-24 23:00:00;5;20;9;2.222;11;NOCHE;5;8;4.000;2.500;6.200;6.800;2;0.400;0;0;3;2;0;0.000
2023-09-25 00:00:00;3;13;9;1.444;4;NOCHE;5;8;2.600;1.625;4.333;5.900;1;0.333;0;0;1;1;1;0.000
2023-09-25 01:00:00;4;9;9;1.000;0;NOCHE;5;8;1.800;1.125;7.250;11.100;1;0.250;0;0;0;4;0;0.000
2023-09-25 02:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;5.000;5.000;1;0.500;0;0;0;2;0;0.000
2023-09-25 03:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;5.000;5.000;0;0.000;0;0;0;1;0;0.000
2023-09-25 04:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;9.000;9.000;0;0.000;0;0;0;1;0;0.000
2023-09-25 05:00:00;3;8;9;0.889;0;NOCHE;5;8;1.600;1.000;6.667;9.800;1;0.333;0;0;0;3;0;0.000
2023-09-25 06:00:00;1;10;9;1.111;1;NOCHE;5;8;2.000;1.250;6.000;6.000;1;1.000;0;0;0;1;0;0.000
2023-09-25 07:00:00;1;9;9;1.000;0;NOCHE;5;8;1.800;1.125;7.000;7.000;0;0.000;0;0;0;1;0;0.000
2023-09-25 08:00:00;9;10;9;1.111;1;MANANA;10;8;1.000;1.250;5.333;9.750;0;0.000;0;0;1;3;2;0.000
2023-09-25 09:00:00;14;16;9;1.778;7;MANANA;10;8;1.600;2.000;6.545;11.000;2;0.143;0;0;4;6;1;0.000
2023-09-25 10:00:00;15;27;9;3.000;18;MANANA;10;8;2.700;3.375;9.333;18.150;2;0.133;0;0;8;4;0;0.000
2023-09-25 11:00:00;19;38;9;4.222;29;MANANA;10;8;3.800;4.750;14.133;25.100;4;0.211;0;0;5;7;3;0.000
2023-09-25 12:00:00;7;41;9;4.556;32;MANANA;10;8;4.100;5.125;4.857;7.000;2;0.286;0;0;1;4;2;0.000
2023-09-25 13:00:00;11;34;9;3.778;25;MANANA;10;8;3.400;4.250;5.167;7.000;0;0.000;0;0;3;2;1;0.000
2023-09-25 14:00:00;10;28;9;3.111;19;MANANA;10;8;2.800;3.500;5.000;6.650;3;0.300;0;0;2;5;1;0.000
2023-09-25 15:00:00;12;26;9;2.889;17;TARDE;10;8;2.600;3.250;5.917;8.450;2;0.167;0;0;1;9;2;0.000
2023-09-25 16:00:00;7;35;9;3.889;26;TARDE;10;8;3.500;4.375;5.429;9.100;1;0.143;0;0;0;6;1;0.000
2023-09-25 17:00:00;8;34;9;3.778;25;TARDE;10;8;3.400;4.250;7.143;13.000;1;0.125;0;0;0;4;3;0.000
2023-09-25 18:00:00;4;28;9;3.111;19;TARDE;10;8;2.800;3.500;8.250;21.150;1;0.250;0;0;0;2;2;0.000
2023-09-25 19:00:00;7;20;9;2.222;11;TARDE;10;8;2.000;2.500;5.143;6.700;0;0.000;0;0;0;3;4;0.000
2023-09-25 20:00:00;10;19;9;2.111;10;TARDE;10;8;1.900;2.375;4.500;7.000;1;0.100;0;0;1;5;4;0.000
2023-09-25 21:00:00;3;16;9;1.778;7;TARDE;10;8;1.600;2.000;2.333;3.000;1;0.333;0;0;0;2;1;0.000
2023-09-25 22:00:00;5;15;9;1.667;6;NOCHE;5;8;3.000;1.875;7.000;10.000;1;0.200;0;0;2;3;0;0.000
2023-09-25 23:00:00;2;12;9;1.333;3;NOCHE;5;8;2.400;1.500;6.000;6.900;1;0.500;0;0;1;1;0;0.000
2023-09-26 00:00:00;4;10;9;1.111;1;NOCHE;5;8;2.000;1.250;6.250;6.850;0;0.000;0;0;1;2;1;0.000
2023-09-26 01:00:00;3;10;9;1.111;1;NOCHE;5;8;2.000;1.250;4.667;5.800;0;0.000;0;1;0;1;1;0.333
2023-09-26 02:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;5.000;5.000;1;1.000;0;0;1;0;0;0.000
2023-09-26 03:00:00;0;5;9;0.556;0;NOCHE;5;8;1.000;0.625;;;0;0.000;0;0;0;0;0;
2023-09-26 04:00:00;1;3;9;0.333;0;NOCHE;5;8;0.600;0.375;6.000;6.000;0;0.000;0;0;0;0;1;0.000
2023-09-26 05:00:00;3;4;9;0.444;0;NOCHE;5;8;0.800;0.500;5.667;8.500;0;0.000;0;0;1;2;0;0.000
2023-09-26 06:00:00;2;8;9;0.889;0;NOCHE;5;8;1.600;1.000;4.000;4.900;0;0.000;0;0;2;0;0;0.000
2023-09-26 07:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;6.000;6.000;0;0.000;0;0;1;0;0;0.000
2023-09-26 08:00:00;7;10;9;1.111;1;MANANA;10;8;1.000;1.250;4.714;7.400;2;0.286;0;0;0;5;2;0.000
2023-09-26 09:00:00;22;16;9;1.778;7;MANANA;10;8;1.600;2.000;16.095;27.000;2;0.091;0;0;1;17;3;0.000
2023-09-26 10:00:00;15;30;9;3.333;21;MANANA;10;8;3.000;3.750;7.800;12.900;0;0.000;0;0;1;11;3;0.000
2023-09-26 11:00:00;16;36;9;4.000;27;MANANA;10;8;3.600;4.500;9.250;16.900;3;0.188;0;0;3;6;3;0.000
2023-09-26 12:00:00;12;41;9;4.556;32;MANANA;10;8;4.100;5.125;5.000;11.050;2;0.167;0;0;0;9;3;0.000
2023-09-26 13:00:00;10;37;9;4.111;28;MANANA;10;8;3.700;4.625;5.000;9.000;4;0.400;0;0;2;5;3;0.000
2023-09-26 14:00:00;8;33;9;3.667;24;MANANA;10;8;3.300;4.125;6.143;13.600;2;0.250;0;0;1;3;3;0.000
2023-09-26 15:00:00;18;31;9;3.444;22;TARDE;10;8;3.100;3.875;6.778;11.150;3;0.167;0;0;1;8;9;0.000
2023-09-26 16:00:00;11;39;9;4.333;30;TARDE;10;8;3.900;4.875;6.364;10.000;1;0.091;0;0;0;1;10;0.000
2023-09-26 17:00:00;15;45;9;5.000;36;TARDE;10;8;4.500;5.625;11.071;19.400;1;0.067;0;0;0;6;8;0.000
2023-09-26 18:00:00;9;49;9;5.444;40;TARDE;10;8;4.900;6.125;4.889;7.600;2;0.222;0;0;0;2;7;0.000
2023-09-26 19:00:00;9;42;9;4.667;33;TARDE;10;8;4.200;5.250;4.444;9.000;2;0.222;0;0;0;4;5;0.000
2023-09-26 20:00:00;9;37;9;4.111;28;TARDE;10;8;3.700;4.625;5.889;10.600;1;0.111;0;1;0;4;4;0.111
2023-09-26 21:00:00;3;31;9;3.444;22;TARDE;10;8;3.100;3.875;4.333;8.400;0;0.000;0;0;1;2;0;0.000
2023-09-26 22:00:00;6;27;9;3.000;18;NOCHE;5;8;5.400;3.375;9.000;12.250;0;0.000;0;0;0;3;3;0.000
2023-09-26 23:00:00;4;23;9;2.556;14;NOCHE;5;8;4.600;2.875;3.750;4.850;0;0.000;0;0;0;3;1;0.000
2023-09-27 00:00:00;3;16;9;1.778;7;NOCHE;5;8;3.200;2.000;6.667;8.700;0;0.000;0;0;0;2;1;0.000
2023-09-27 01:00:00;4;15;9;1.667;6;NOCHE;5;8;3.000;1.875;3.750;4.850;3;0.750;0;1;0;3;0;0.250
2023-09-27 02:00:00;0;13;9;1.444;4;NOCHE;5;8;2.600;1.625;;;0;0.000;0;0;0;0;0;
2023-09-27 03:00:00;1;6;9;0.667;0;NOCHE;5;8;1.200;0.750;7.000;7.000;0;0.000;0;0;1;0;0;0.000
2023-09-27 04:00:00;1;5;9;0.556;0;NOCHE;5;8;1.000;0.625;6.000;6.000;0;0.000;0;0;0;0;1;0.000
2023-09-27 05:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2023-09-27 06:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2023-09-27 07:00:00;3;3;9;0.333;0;NOCHE;5;8;0.600;0.375;6.000;6.000;1;0.333;0;0;0;2;1;0.000
2023-09-27 08:00:00;8;5;9;0.556;0;MANANA;10;8;0.500;0.625;4.000;5.650;3;0.375;0;0;0;1;7;0.000
2023-09-27 09:00:00;19;14;9;1.556;5;MANANA;10;8;1.400;1.750;4.889;7.450;3;0.158;0;0;0;0;18;0.000
2023-09-27 10:00:00;16;18;9;2.000;9;MANANA;10;8;1.800;2.250;5.188;11.500;0;0.000;0;0;1;4;11;0.000
2023-09-27 11:00:00;15;28;9;3.111;19;MANANA;10;8;2.800;3.500;2.533;4.300;0;0.000;0;0;0;2;13;0.000
2023-09-27 12:00:00;22;31;9;3.444;22;MANANA;10;8;3.100;3.875;7.818;13.900;4;0.182;0;0;0;0;22;0.000
2023-09-27 13:00:00;17;44;9;4.889;35;MANANA;10;8;4.400;5.500;5.941;11.400;2;0.118;0;0;0;1;16;0.000
2023-09-27 14:00:00;3;41;9;4.556;32;MANANA;10;8;4.100;5.125;3.333;5.600;1;0.333;0;0;0;0;3;0.000
2023-09-27 15:00:00;7;25;9;2.778;16;TARDE;10;8;2.500;3.125;2.571;4.000;2;0.286;0;0;0;5;2;0.000
2023-09-27 16:00:00;14;25;9;2.778;16;TARDE;10;8;2.500;3.125;4.929;10.700;0;0.000;0;0;1;11;2;0.000
2023-09-27 17:00:00;8;31;9;3.444;22;TARDE;10;8;3.100;3.875;3.250;4.650;1;0.125;0;0;0;6;2;0.000
2023-09-27 18:00:00;6;27;9;3.000;18;TARDE;10;8;2.700;3.375;3.000;4.750;3;0.500;0;0;0;4;2;0.000
2023-09-27 19:00:00;6;24;9;2.667;15;TARDE;10;8;2.400;3.000;3.833;10.500;0;0.000;0;0;0;6;0;0.000
2023-09-27 20:00:00;12;20;9;2.222;11;TARDE;10;8;2.000;2.500;3.833;6.350;1;0.083;0;1;0;8;3;0.083
2023-09-27 21:00:00;9;24;9;2.667;15;TARDE;10;8;2.400;3.000;4.667;9.200;2;0.222;0;0;0;7;2;0.000
2023-09-27 22:00:00;8;22;9;2.444;13;NOCHE;5;8;4.400;2.750;7.875;12.600;3;0.375;0;0;1;3;4;0.000
2023-09-27 23:00:00;4;21;9;2.333;12;NOCHE;5;8;4.200;2.625;9.667;11.900;2;0.500;0;0;2;0;1;0.000
2023-09-28 00:00:00;2;20;9;2.222;11;NOCHE;5;8;4.000;2.500;7.000;8.800;0;0.000;0;0;0;2;0;0.000
2023-09-28 01:00:00;1;13;9;1.444;4;NOCHE;5;8;2.600;1.625;8.000;8.000;0;0.000;0;0;0;0;1;0.000
2023-09-28 02:00:00;0;7;9;0.778;0;NOCHE;5;8;1.400;0.875;;;0;0.000;0;0;0;0;0;
2023-09-28 03:00:00;1;3;9;0.333;0;NOCHE;5;8;0.600;0.375;8.000;8.000;0;0.000;0;0;0;0;1;0.000
2023-09-28 04:00:00;1;4;9;0.444;0;NOCHE;5;8;0.800;0.500;;;0;0.000;0;0;0;0;0;
2023-09-28 05:00:00;1;4;9;0.444;0;NOCHE;5;8;0.800;0.500;7.000;7.000;0;0.000;0;0;0;0;1;0.000
2023-09-28 06:00:00;2;4;9;0.444;0;NOCHE;5;8;0.800;0.500;4.000;4.000;2;1.000;0;0;0;0;2;0.000
2023-09-28 07:00:00;2;6;9;0.667;0;NOCHE;5;8;1.200;0.750;10.000;10.000;0;0.000;0;0;0;0;1;0.000
2023-09-28 08:00:00;8;5;9;0.556;0;MANANA;10;8;0.500;0.625;3.375;5.000;2;0.250;0;0;0;0;8;0.000
2023-09-28 09:00:00;15;12;9;1.333;3;MANANA;10;8;1.200;1.500;3.933;5.300;1;0.067;0;0;0;0;15;0.000
2023-09-28 10:00:00;9;23;9;2.556;14;MANANA;10;8;2.300;2.875;6.000;8.000;0;0.000;0;0;0;0;9;0.000
2023-09-28 11:00:00;13;24;9;2.667;15;MANANA;10;8;2.400;3.000;5.385;10.200;3;0.231;0;0;0;2;11;0.000
