TIMESTAMP_HORA;LLEGADAS_HORA;PACIENTES_PRESENTES;CAP_BOXES_NOMINAL;RATIO_PRESENTES_BOXES_NOMINALES;EXCESO_SOBRE_BOXES_NOMINALES;TURNO;MEDICOS_TURNO;ENFERMERAS_TURNO;PACIENTES_POR_MEDICO;PACIENTES_POR_ENFERMERA;TRIAGE_DELAY_MEDIA;TRIAGE_DELAY_P95;INGRESOS_HORA;PCT_INGRESO;TRIAJE_I;TRIAJE_II;TRIAJE_III;TRIAJE_IV;TRIAJE_V;PCT_TRIAJE_ALTO_I_II
2021-12-01 01:00:00;2;0;9;0.000;0;NOCHE;5;8;0.000;0.000;5.500;5.950;1;0.500;0;0;0;0;2;0.000
2021-12-01 02:00:00;4;2;9;0.222;0;NOCHE;5;8;0.400;0.250;5.250;5.850;1;0.250;0;0;0;1;3;0.000
2021-12-01 03:00:00;2;6;9;0.667;0;NOCHE;5;8;1.200;0.750;7.000;7.000;1;0.500;0;0;0;1;0;0.000
2021-12-01 04:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2021-12-01 05:00:00;2;2;9;0.222;0;NOCHE;5;8;0.400;0.250;12.000;13.800;1;0.500;0;0;0;0;2;0.000
2021-12-01 06:00:00;1;3;9;0.333;0;NOCHE;5;8;0.600;0.375;8.000;8.000;0;0.000;0;0;0;1;0;0.000
2021-12-01 07:00:00;1;4;9;0.444;0;NOCHE;5;8;0.800;0.500;3.000;3.000;0;0.000;0;0;0;0;1;0.000
2021-12-01 08:00:00;4;5;9;0.556;0;MANANA;10;8;0.500;0.625;10.333;14.500;0;0.000;0;0;3;0;0;0.000
2021-12-01 09:00:00;15;5;9;0.556;0;MANANA;10;8;0.500;0.625;6.333;13.000;1;0.067;0;0;6;0;0;0.000
2021-12-01 10:00:00;12;14;9;1.556;5;MANANA;10;8;1.400;1.750;7.100;14.300;1;0.083;0;0;5;5;0;0.000
2021-12-01 11:00:00;13;22;9;2.444;13;MANANA;10;8;2.200;2.750;11.417;20.900;2;0.154;0;0;12;0;0;0.000
2021-12-01 12:00:00;23;24;9;2.667;15;MANANA;10;8;2.400;3.000;11.421;17.200;2;0.087;0;0;3;15;1;0.000
2021-12-01 13:00:00;11;36;9;4.000;27;MANANA;10;8;3.600;4.500;15.444;23.800;6;0.545;0;0;9;0;0;0.000
2021-12-01 14:00:00;11;30;9;3.333;21;MANANA;10;8;3.000;3.750;12.000;21.600;1;0.091;0;0;6;0;1;0.000
2021-12-01 15:00:00;3;30;9;3.333;21;TARDE;10;8;3.000;3.750;7.333;12.300;1;0.333;0;0;0;0;3;0.000
2021-12-01 16:00:00;12;29;9;3.222;20;TARDE;10;8;2.900;3.625;6.182;9.500;1;0.083;0;0;0;0;11;0.000
2021-12-01 17:00:00;6;34;9;3.778;25;TARDE;10;8;3.400;4.250;3.400;4.600;1;0.167;0;0;0;3;2;0.000
2021-12-01 18:00:00;13;28;9;3.111;19;TARDE;10;8;2.800;3.500;6.000;9.800;2;0.154;0;0;0;0;13;0.000
2021-12-01 19:00:00;6;29;9;3.222;20;TARDE;10;8;2.900;3.625;7.333;8.750;0;0.000;0;0;1;0;5;0.000
2021-12-01 20:00:00;6;24;9;2.667;15;TARDE;10;8;2.400;3.000;7.000;11.000;0;0.000;0;0;0;0;5;0.000
2021-12-01 21:00:00;9;19;9;2.111;10;TARDE;10;8;1.900;2.375;5.000;8.650;2;0.222;0;0;0;1;7;0.000
2021-12-01 22:00:00;5;26;9;2.889;17;NOCHE;5;8;5.200;3.250;22.600;27.600;1;0.200;0;0;1;1;3;0.000
2021-12-01 23:00:00;3;22;9;2.444;13;NOCHE;5;8;4.400;2.750;19.000;20.000;2;0.667;0;0;1;1;1;0.000
2021-12-02 00:00:00;0;19;9;2.111;10;NOCHE;5;8;3.800;2.375;;;0;0.000;0;0;0;0;0;
2021-12-02 01:00:00;1;9;9;1.000;0;NOCHE;5;8;1.800;1.125;58.000;58.000;0;0.000;0;1;0;0;0;1.000
2021-12-02 02:00:00;3;6;9;0.667;0;NOCHE;5;8;1.200;0.750;14.000;20.100;2;0.667;0;0;0;2;1;0.000
2021-12-02 03:00:00;0;7;9;0.778;0;NOCHE;5;8;1.400;0.875;;;0;0.000;0;0;0;0;0;
2021-12-02 04:00:00;2;7;9;0.778;0;NOCHE;5;8;1.400;0.875;12.500;17.450;0;0.000;0;0;1;1;0;0.000
2021-12-02 05:00:00;0;8;9;0.889;0;NOCHE;5;8;1.600;1.000;;;0;0.000;0;0;0;0;0;
2021-12-02 06:00:00;2;8;9;0.889;0;NOCHE;5;8;1.600;1.000;9.500;9.950;2;1.000;0;0;0;2;0;0.000
2021-12-02 07:00:00;0;9;9;1.000;0;NOCHE;5;8;1.800;1.125;;;0;0.000;0;0;0;0;0;
2021-12-02 08:00:00;3;8;9;0.889;0;MANANA;10;8;0.800;1.000;12.000;13.800;2;0.667;0;0;0;2;0;0.000
2021-12-02 09:00:00;11;8;9;0.889;0;MANANA;10;8;0.800;1.000;4.000;5.000;1;0.091;0;0;0;5;1;0.000
2021-12-02 10:00:00;10;15;9;1.667;6;MANANA;10;8;1.500;1.875;7.333;9.750;1;0.100;0;0;0;5;1;0.000
2021-12-02 11:00:00;13;18;9;2.000;9;MANANA;10;8;1.800;2.250;5.200;8.100;2;0.154;0;0;2;8;0;0.000
2021-12-02 12:00:00;15;24;9;2.667;15;MANANA;10;8;2.400;3.000;7.538;13.200;3;0.200;0;0;1;6;6;0.000
2021-12-02 13:00:00;15;30;9;3.333;21;MANANA;10;8;3.000;3.750;7.200;19.850;3;0.200;0;0;0;6;4;0.000
2021-12-02 14:00:00;8;30;9;3.333;21;MANANA;10;8;3.000;3.750;9.857;19.000;0;0.000;0;0;1;6;0;0.000
2021-12-02 15:00:00;11;29;9;3.222;20;TARDE;10;8;2.900;3.625;11.000;14.600;0;0.000;0;0;3;4;2;0.000
2021-12-02 16:00:00;7;28;9;3.111;19;TARDE;10;8;2.800;3.500;11.600;19.800;2;0.286;0;0;0;5;0;0.000
2021-12-02 17:00:00;8;24;9;2.667;15;TARDE;10;8;2.400;3.000;12.500;20.650;2;0.250;0;0;0;3;1;0.000
2021-12-02 18:00:00;7;21;9;2.333;12;TARDE;10;8;2.100;2.625;7.333;12.000;2;0.286;0;0;1;4;1;0.000
2021-12-02 19:00:00;10;19;9;2.111;10;TARDE;10;8;1.900;2.375;5.625;9.300;3;0.300;0;1;4;3;0;0.125
2021-12-02 20:00:00;3;20;9;2.222;11;TARDE;10;8;2.000;2.500;23.667;43.100;0;0.000;0;0;0;3;0;0.000
2021-12-02 21:00:00;3;15;9;1.667;6;TARDE;10;8;1.500;1.875;6.000;9.500;0;0.000;0;0;1;2;0;0.000
2021-12-02 22:00:00;1;12;9;1.333;3;NOCHE;5;8;2.400;1.500;8.000;8.000;0;0.000;0;0;0;0;1;0.000
2021-12-02 23:00:00;1;9;9;1.000;0;NOCHE;5;8;1.800;1.125;9.000;9.000;0;0.000;0;0;0;1;0;0.000
2021-12-03 00:00:00;6;8;9;0.889;0;NOCHE;5;8;1.600;1.000;12.167;14.750;1;0.167;0;0;0;3;3;0.000
2021-12-03 01:00:00;5;9;9;1.000;0;NOCHE;5;8;1.800;1.125;10.400;20.200;0;0.000;0;0;0;4;1;0.000
2021-12-03 02:00:00;4;10;9;1.111;1;NOCHE;5;8;2.000;1.250;8.667;10.700;2;0.500;0;0;1;1;1;0.000
2021-12-03 03:00:00;0;11;9;1.222;2;NOCHE;5;8;2.200;1.375;;;0;0.000;0;0;0;0;0;
2021-12-03 04:00:00;2;6;9;0.667;0;NOCHE;5;8;1.200;0.750;10.000;15.400;0;0.000;0;0;0;1;1;0.000
2021-12-03 05:00:00;2;5;9;0.556;0;NOCHE;5;8;1.000;0.625;12.500;15.650;1;0.500;0;0;0;1;1;0.000
2021-12-03 06:00:00;3;5;9;0.556;0;NOCHE;5;8;1.000;0.625;4.000;4.000;2;0.667;0;0;0;0;1;0.000
2021-12-03 07:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;7.000;7.000;0;0.000;0;0;0;0;1;0.000
2021-12-03 08:00:00;2;5;9;0.556;0;MANANA;10;8;0.500;0.625;;;1;0.500;0;0;0;0;0;
2021-12-03 09:00:00;9;5;9;0.556;0;MANANA;10;8;0.500;0.625;4.000;7.100;0;0.000;0;0;0;5;2;0.000
2021-12-03 10:00:00;15;9;9;1.000;0;MANANA;10;8;0.900;1.125;6.846;15.800;1;0.067;0;0;1;12;0;0.000
2021-12-03 11:00:00;14;20;9;2.222;11;MANANA;10;8;2.000;2.500;6.167;12.350;2;0.143;0;0;2;9;1;0.000
2021-12-03 12:00:00;16;25;9;2.778;16;MANANA;10;8;2.500;3.125;12.250;47.350;1;0.062;0;0;0;10;2;0.000
2021-12-03 13:00:00;14;33;9;3.667;24;MANANA;10;8;3.300;4.125;6.538;9.800;4;0.286;0;0;1;10;2;0.000
2021-12-03 14:00:00;7;28;9;3.111;19;MANANA;10;8;2.800;3.500;10.000;18.900;0;0.000;0;0;0;6;1;0.000
2021-12-03 15:00:00;12;31;9;3.444;22;TARDE;10;8;3.100;3.875;7.000;11.650;2;0.167;0;0;1;8;1;0.000
2021-12-03 16:00:00;9;36;9;4.000;27;TARDE;10;8;3.600;4.500;21.286;53.700;0;0.000;0;0;0;1;6;0.000
2021-12-03 17:00:00;8;41;9;4.556;32;TARDE;10;8;4.100;5.125;4.714;9.200;1;0.125;0;0;0;4;3;0.000
2021-12-03 18:00:00;10;38;9;4.222;29;TARDE;10;8;3.800;4.750;10.700;17.550;1;0.100;0;0;0;5;5;0.000
2021-12-03 19:00:00;8;37;9;4.111;28;TARDE;10;8;3.700;4.625;8.375;12.950;2;0.250;0;0;0;3;5;0.000
2021-12-03 20:00:00;13;30;9;3.333;21;TARDE;10;8;3.000;3.750;7.308;14.400;1;0.077;0;0;1;7;5;0.000
2021-12-03 21:00:00;2;31;9;3.444;22;TARDE;10;8;3.100;3.875;7.000;7.000;2;1.000;0;0;1;1;0;0.000
2021-12-03 22:00:00;6;22;9;2.444;13;NOCHE;5;8;4.400;2.750;12.167;17.000;0;0.000;0;1;1;3;1;0.167
2021-12-03 23:00:00;0;15;9;1.667;6;NOCHE;5;8;3.000;1.875;;;0;0.000;0;0;0;0;0;
2021-12-04 00:00:00;1;12;9;1.333;3;NOCHE;5;8;2.400;1.500;9.000;9.000;0;0.000;0;0;0;1;0;0.000
2021-12-04 01:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;6.000;6.000;0;0.000;0;0;0;1;0;0.000
2021-12-04 02:00:00;2;5;9;0.556;0;NOCHE;5;8;1.000;0.625;4.500;4.950;0;0.000;0;0;1;1;0;0.000
2021-12-04 03:00:00;4;6;9;0.667;0;NOCHE;5;8;1.200;0.750;8.750;15.100;0;0.000;0;0;0;1;3;0.000
2021-12-04 04:00:00;3;9;9;1.000;0;NOCHE;5;8;1.800;1.125;8.000;12.300;0;0.000;0;0;1;1;1;0.000
2021-12-04 05:00:00;1;11;9;1.222;2;NOCHE;5;8;2.200;1.375;7.000;7.000;0;0.000;0;0;1;0;0;0.000
2021-12-04 06:00:00;2;9;9;1.000;0;NOCHE;5;8;1.800;1.125;7.500;10.650;0;0.000;0;0;0;2;0;0.000
2021-12-04 07:00:00;0;7;9;0.778;0;NOCHE;5;8;1.400;0.875;;;0;0.000;0;0;0;0;0;
2021-12-04 08:00:00;4;6;9;0.667;0;MANANA;10;8;0.600;0.750;10.250;17.250;1;0.250;0;0;2;1;1;0.000
2021-12-04 09:00:00;3;9;9;1.000;0;MANANA;10;8;0.900;1.125;4.333;5.800;0;0.000;0;0;2;1;0;0.000
2021-12-04 10:00:00;11;11;9;1.222;2;MANANA;10;8;1.100;1.375;7.750;9.650;2;0.182;0;0;3;1;4;0.000
2021-12-04 11:00:00;19;18;9;2.000;9;MANANA;10;8;1.800;2.250;13.500;20.900;4;0.211;0;0;1;11;6;0.000
2021-12-04 12:00:00;14;35;9;3.889;26;MANANA;10;8;3.500;4.375;16.692;25.800;3;0.214;0;0;3;8;2;0.000
2021-12-04 13:00:00;14;37;9;4.111;28;MANANA;10;8;3.700;4.625;14.286;30.100;2;0.143;0;0;4;8;2;0.000
2021-12-04 14:00:00;7;48;9;5.333;39;MANANA;10;8;4.800;6.000;10.000;17.500;2;0.286;0;0;3;4;0;0.000
2021-12-04 15:00:00;15;47;9;5.222;38;TARDE;10;8;4.700;5.875;20.667;48.200;2;0.133;0;0;1;2;12;0.000
2021-12-04 16:00:00;10;46;9;5.111;37;TARDE;10;8;4.600;5.750;10.333;15.200;1;0.100;0;0;0;0;9;0.000
2021-12-04 17:00:00;10;51;9;5.667;42;TARDE;10;8;5.100;6.375;18.000;29.750;3;0.300;0;0;0;4;6;0.000
2021-12-04 18:00:00;7;51;9;5.667;42;TARDE;10;8;5.100;6.375;8.400;16.000;1;0.143;0;0;0;1;4;0.000
2021-12-04 19:00:00;6;44;9;4.889;35;TARDE;10;8;4.400;5.500;6.400;9.400;0;0.000;0;0;0;2;3;0.000
2021-12-04 20:00:00;9;37;9;4.111;28;TARDE;10;8;3.700;4.625;7.571;11.400;3;0.333;0;0;0;2;5;0.000
2021-12-04 21:00:00;7;33;9;3.667;24;TARDE;10;8;3.300;4.125;9.167;12.000;1;0.143;0;0;0;5;1;0.000
2021-12-04 22:00:00;7;28;9;3.111;19;NOCHE;5;8;5.600;3.500;8.000;11.750;1;0.143;0;0;1;4;1;0.000
2021-12-04 23:00:00;3;26;9;2.889;17;NOCHE;5;8;5.200;3.250;6.667;8.800;1;0.333;0;0;1;2;0;0.000
2021-12-05 00:00:00;3;22;9;2.444;13;NOCHE;5;8;4.400;2.750;9.000;14.200;0;0.000;0;0;1;1;1;0.000
2021-12-05 01:00:00;1;16;9;1.778;7;NOCHE;5;8;3.200;2.000;5.000;5.000;1;1.000;0;0;1;0;0;0.000
2021-12-05 02:00:00;4;12;9;1.333;3;NOCHE;5;8;2.400;1.500;5.000;5.850;1;0.250;0;0;3;1;0;0.000
2021-12-05 03:00:00;1;15;9;1.667;6;NOCHE;5;8;3.000;1.875;11.000;11.000;0;0.000;0;0;1;0;0;0.000
2021-12-05 04:00:00;1;12;9;1.333;3;NOCHE;5;8;2.400;1.500;;;1;1.000;0;0;0;0;0;
2021-12-05 05:00:00;1;11;9;1.222;2;NOCHE;5;8;2.200;1.375;4.000;4.000;0;0.000;0;0;1;0;0;0.000
2021-12-05 06:00:00;1;11;9;1.222;2;NOCHE;5;8;2.200;1.375;3.000;3.000;0;0.000;0;0;0;1;0;0.000
2021-12-05 07:00:00;1;11;9;1.222;2;NOCHE;5;8;2.200;1.375;12.000;12.000;1;1.000;0;0;0;1;0;0.000
2021-12-05 08:00:00;1;11;9;1.222;2;MANANA;10;8;1.100;1.375;;;0;0.000;0;0;0;0;0;
2021-12-05 09:00:00;3;9;9;1.000;0;MANANA;10;8;0.900;1.125;6.333;10.400;0;0.000;0;0;0;2;1;0.000
2021-12-05 10:00:00;10;10;9;1.111;1;MANANA;10;8;1.000;1.250;10.667;15.800;3;0.300;0;0;1;7;1;0.000
2021-12-05 11:00:00;10;16;9;1.778;7;MANANA;10;8;1.600;2.000;8.600;17.100;3;0.300;0;0;1;8;1;0.000
2021-12-05 12:00:00;19;24;9;2.667;15;MANANA;10;8;2.400;3.000;9.714;29.200;5;0.263;0;0;2;8;4;0.000
2021-12-05 13:00:00;10;36;9;4.000;27;MANANA;10;8;3.600;4.500;7.778;16.000;3;0.300;0;1;3;4;1;0.111
2021-12-05 14:00:00;4;34;9;3.778;25;MANANA;10;8;3.400;4.250;4.250;6.550;0;0.000;0;0;1;1;2;0.000
2021-12-05 15:00:00;2;37;9;4.111;28;TARDE;10;8;3.700;4.625;12.000;18.300;0;0.000;0;0;1;0;1;0.000
2021-12-05 16:00:00;12;38;9;4.222;29;TARDE;10;8;3.800;4.750;10.273;19.000;2;0.167;0;0;2;6;3;0.000
2021-12-05 17:00:00;10;35;9;3.889;26;TARDE;10;8;3.500;4.375;9.667;17.600;5;0.500;0;0;1;6;2;0.000
2021-12-05 18:00:00;10;38;9;4.222;29;TARDE;10;8;3.800;4.750;12.222;21.800;2;0.200;0;0;0;7;2;0.000
2021-12-05 19:00:00;12;39;9;4.333;30;TARDE;10;8;3.900;4.875;8.455;18.500;3;0.250;0;0;0;5;6;0.000
2021-12-05 20:00:00;4;41;9;4.556;32;TARDE;10;8;4.100;5.125;7.000;11.400;0;0.000;0;1;0;2;1;0.250
2021-12-05 21:00:00;2;31;9;3.444;22;TARDE;10;8;3.100;3.875;9.500;14.450;0;0.000;0;0;0;1;1;0.000
2021-12-05 22:00:00;6;28;9;3.111;19;NOCHE;5;8;5.600;3.500;9.200;14.600;2;0.333;0;0;2;3;0;0.000
2021-12-05 23:00:00;3;30;9;3.333;21;NOCHE;5;8;6.000;3.750;5.667;6.000;0;0.000;0;0;0;3;0;0.000
2021-12-06 00:00:00;3;26;9;2.889;17;NOCHE;5;8;5.200;3.250;9.000;10.800;1;0.333;0;0;0;1;2;0.000
2021-12-06 01:00:00;8;23;9;2.556;14;NOCHE;5;8;4.600;2.875;10.000;17.500;4;0.500;0;0;0;2;4;0.000
2021-12-06 02:00:00;3;20;9;2.222;11;NOCHE;5;8;4.000;2.500;5.000;5.000;0;0.000;0;0;1;0;0;0.000
2021-12-06 03:00:00;4;18;9;2.000;9;NOCHE;5;8;3.600;2.250;6.333;10.300;1;0.250;0;0;0;2;1;0.000
2021-12-06 04:00:00;4;16;9;1.778;7;NOCHE;5;8;3.200;2.000;11.333;21.400;2;0.500;0;0;1;1;1;0.000
2021-12-06 05:00:00;0;19;9;2.111;10;NOCHE;5;8;3.800;2.375;;;0;0.000;0;0;0;0;0;
2021-12-06 06:00:00;2;12;9;1.333;3;NOCHE;5;8;2.400;1.500;8.000;8.000;1;0.500;0;0;0;0;1;0.000
2021-12-06 07:00:00;1;12;9;1.333;3;NOCHE;5;8;2.400;1.500;7.000;7.000;1;1.000;0;0;1;0;0;0.000
2021-12-06 08:00:00;0;10;9;1.111;1;MANANA;10;8;1.000;1.250;;;0;0.000;0;0;0;0;0;
2021-12-06 09:00:00;6;7;9;0.778;0;MANANA;10;8;0.700;0.875;5.333;7.750;1;0.167;0;0;0;6;0;0.000
2021-12-06 10:00:00;18;11;9;1.222;2;MANANA;10;8;1.100;1.375;10.125;16.500;1;0.056;0;0;4;9;3;0.000
2021-12-06 11:00:00;9;24;9;2.667;15;MANANA;10;8;2.400;3.000;9.125;17.600;1;0.111;0;0;3;4;1;0.000
2021-12-06 12:00:00;8;25;9;2.778;16;MANANA;10;8;2.500;3.125;6.250;8.300;1;0.125;0;0;1;5;2;0.000
2021-12-06 13:00:00;4;25;9;2.778;16;MANANA;10;8;2.500;3.125;6.500;11.100;1;0.250;0;0;0;2;2;0.000
2021-12-06 14:00:00;7;18;9;2.000;9;MANANA;10;8;1.800;2.250;6.286;10.400;3;0.429;0;0;0;5;2;0.000
2021-12-06 15:00:00;3;19;9;2.111;10;TARDE;10;8;1.900;2.375;6.667;10.600;0;0.000;0;0;0;1;2;0.000
2021-12-06 16:00:00;11;13;9;1.444;4;TARDE;10;8;1.300;1.625;5.818;10.000;4;0.364;0;0;2;9;0;0.000
2021-12-06 17:00:00;12;20;9;2.222;11;TARDE;10;8;2.000;2.500;4.000;8.000;1;0.083;0;0;1;9;2;0.000
2021-12-06 18:00:00;9;27;9;3.000;18;TARDE;10;8;2.700;3.375;4.889;6.000;1;0.111;0;0;3;6;0;0.000
2021-12-06 19:00:00;5;29;9;3.222;20;TARDE;10;8;2.900;3.625;10.400;21.200;1;0.200;0;0;0;3;2;0.000
2021-12-06 20:00:00;7;26;9;2.889;17;TARDE;10;8;2.600;3.250;9.167;16.000;1;0.143;1;0;0;3;2;0.167
2021-12-06 21:00:00;6;28;9;3.111;19;TARDE;10;8;2.800;3.500;5.200;7.800;0;0.000;0;0;0;5;0;0.000
2021-12-06 22:00:00;4;27;9;3.000;18;NOCHE;5;8;5.400;3.375;10.500;17.500;2;0.500;0;0;1;3;0;0.000
2021-12-06 23:00:00;2;23;9;2.556;14;NOCHE;5;8;4.600;2.875;25.000;34.900;2;1.000;0;0;0;1;1;0.000
2021-12-07 00:00:00;4;14;9;1.556;5;NOCHE;5;8;2.800;1.750;10.750;12.850;1;0.250;0;0;1;2;1;0.000
2021-12-07 01:00:00;2;13;9;1.444;4;NOCHE;5;8;2.600;1.625;7.500;7.950;0;0.000;0;0;0;0;2;0.000
2021-12-07 02:00:00;0;10;9;1.111;1;NOCHE;5;8;2.000;1.250;;;0;0.000;0;0;0;0;0;
2021-12-07 03:00:00;2;5;9;0.556;0;NOCHE;5;8;1.000;0.625;10.500;10.950;0;0.000;0;0;2;0;0;0.000
2021-12-07 04:00:00;0;6;9;0.667;0;NOCHE;5;8;1.200;0.750;;;0;0.000;0;0;0;0;0;
2021-12-07 05:00:00;2;5;9;0.556;0;NOCHE;5;8;1.000;0.625;11.500;16.450;0;0.000;0;0;1;0;1;0.000
2021-12-07 06:00:00;1;7;9;0.778;0;NOCHE;5;8;1.400;0.875;6.000;6.000;1;1.000;0;0;0;1;0;0.000
2021-12-07 07:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;;;0;0.000;0;0;0;0;0;
2021-12-07 08:00:00;3;7;9;0.778;0;MANANA;10;8;0.700;0.875;12.000;20.600;0;0.000;0;0;0;0;3;0.000
2021-12-07 09:00:00;17;8;9;0.889;0;MANANA;10;8;0.800;1.000;11.500;21.550;1;0.059;0;0;0;1;9;0.000
2021-12-07 10:00:00;13;18;9;2.000;9;MANANA;10;8;1.800;2.250;4.250;6.000;0;0.000;0;0;0;0;8;0.000
2021-12-07 11:00:00;16;24;9;2.667;15;MANANA;10;8;2.400;3.000;7.667;12.000;2;0.125;0;0;0;8;7;0.000
2021-12-07 12:00:00;15;27;9;3.000;18;MANANA;10;8;2.700;3.375;5.583;7.450;1;0.067;0;0;0;2;10;0.000
2021-12-07 13:00:00;17;27;9;3.000;18;MANANA;10;8;2.700;3.375;8.769;16.000;4;0.235;0;0;0;0;13;0.000
2021-12-07 14:00:00;7;36;9;4.000;27;MANANA;10;8;3.600;4.500;7.167;9.500;1;0.143;0;0;0;1;5;0.000
2021-12-07 15:00:00;16;32;9;3.556;23;TARDE;10;8;3.200;4.000;16.733;28.200;4;0.250;0;0;0;0;15;0.000
2021-12-07 16:00:00;16;39;9;4.333;30;TARDE;10;8;3.900;4.875;24.467;31.100;3;0.188;0;0;0;0;15;0.000
2021-12-07 17:00:00;8;43;9;4.778;34;TARDE;10;8;4.300;5.375;23.167;72.500;1;0.125;0;0;0;0;5;0.000
2021-12-07 18:00:00;11;44;9;4.889;35;TARDE;10;8;4.400;5.500;15.545;25.000;5;0.455;0;0;0;0;11;0.000
2021-12-07 19:00:00;7;43;9;4.778;34;TARDE;10;8;4.300;5.375;11.000;18.500;0;0.000;0;0;0;0;6;0.000
2021-12-07 20:00:00;5;42;9;4.667;33;TARDE;10;8;4.200;5.250;8.250;9.850;0;0.000;0;0;0;0;4;0.000
2021-12-07 21:00:00;5;32;9;3.556;23;TARDE;10;8;3.200;4.000;9.800;14.200;1;0.200;0;0;0;0;5;0.000
2021-12-07 22:00:00;2;31;9;3.444;22;NOCHE;5;8;6.200;3.875;8.500;10.750;0;0.000;0;0;0;2;0;0.000
2021-12-07 23:00:00;9;29;9;3.222;20;NOCHE;5;8;5.800;3.625;12.000;15.400;1;0.111;0;0;2;4;1;0.000
2021-12-08 00:00:00;4;28;9;3.111;19;NOCHE;5;8;5.600;3.500;10.750;17.950;2;0.500;0;0;1;3;0;0.000
2021-12-08 01:00:00;1;25;9;2.778;16;NOCHE;5;8;5.000;3.125;21.000;21.000;0;0.000;0;0;0;1;0;0.000
2021-12-08 02:00:00;4;13;9;1.444;4;NOCHE;5;8;2.600;1.625;10.000;16.650;1;0.250;0;0;1;1;2;0.000
2021-12-08 03:00:00;1;14;9;1.556;5;NOCHE;5;8;2.800;1.750;7.000;7.000;0;0.000;0;0;1;0;0;0.000
2021-12-08 04:00:00;3;11;9;1.222;2;NOCHE;5;8;2.200;1.375;39.500;61.550;0;0.000;0;0;0;1;1;0.000
2021-12-08 05:00:00;1;11;9;1.222;2;NOCHE;5;8;2.200;1.375;13.000;13.000;0;0.000;0;0;0;0;1;0.000
2021-12-08 06:00:00;5;12;9;1.333;3;NOCHE;5;8;2.400;1.500;7.800;9.800;0;0.000;1;0;0;0;4;0.200
2021-12-08 07:00:00;0;16;9;1.778;7;NOCHE;5;8;3.200;2.000;;;0;0.000;0;0;0;0;0;
2021-12-08 08:00:00;2;9;9;1.000;0;MANANA;10;8;0.900;1.125;3.500;5.750;0;0.000;0;0;0;1;1;0.000
2021-12-08 09:00:00;11;3;9;0.333;0;MANANA;10;8;0.300;0.375;4.900;8.000;2;0.182;0;0;2;3;5;0.000
2021-12-08 10:00:00;8;13;9;1.444;4;MANANA;10;8;1.300;1.625;4.429;6.700;0;0.000;0;0;1;1;5;0.000
2021-12-08 11:00:00;14;17;9;1.889;8;MANANA;10;8;1.700;2.125;9.769;17.000;2;0.143;0;0;0;3;10;0.000
2021-12-08 12:00:00;4;20;9;2.222;11;MANANA;10;8;2.000;2.500;6.500;10.400;0;0.000;0;0;3;1;0;0.000
2021-12-08 13:00:00;7;15;9;1.667;6;MANANA;10;8;1.500;1.875;5.429;9.000;0;0.000;0;0;4;3;0;0.000
2021-12-08 14:00:00;7;19;9;2.111;10;MANANA;10;8;1.900;2.375;8.857;12.700;2;0.286;0;0;5;2;0;0.000
2021-12-08 15:00:00;11;18;9;2.000;9;TARDE;10;8;1.800;2.250;4.700;10.200;2;0.182;0;0;0;9;1;0.000
2021-12-08 16:00:00;9;22;9;2.444;13;TARDE;10;8;2.200;2.750;4.875;8.000;1;0.111;0;0;1;6;1;0.000
2021-12-08 17:00:00;4;25;9;2.778;16;TARDE;10;8;2.500;3.125;3.000;3.000;0;0.000;0;0;0;3;1;0.000
2021-12-08 18:00:00;8;19;9;2.111;10;TARDE;10;8;1.900;2.375;3.667;6.000;1;0.125;0;0;0;2;4;0.000
2021-12-08 19:00:00;7;18;9;2.000;9;TARDE;10;8;1.800;2.250;3.714;5.000;1;0.143;0;0;2;2;3;0.000
2021-12-08 20:00:00;8;16;9;1.778;7;TARDE;10;8;1.600;2.000;5.875;10.550;4;0.500;0;0;2;5;1;0.000
2021-12-08 21:00:00;3;18;9;2.000;9;TARDE;10;8;1.800;2.250;3.000;3.000;0;0.000;0;0;0;2;1;0.000
2021-12-08 22:00:00;3;18;9;2.000;9;NOCHE;5;8;3.600;2.250;6.667;7.000;0;0.000;0;0;0;1;2;0.000
2021-12-08 23:00:00;3;17;9;1.889;8;NOCHE;5;8;3.400;2.125;10.667;14.400;0;0.000;0;0;0;2;1;0.000
2021-12-09 00:00:00;3;19;9;2.111;10;NOCHE;5;8;3.800;2.375;6.000;6.000;1;0.333;0;0;0;2;1;0.000
2021-12-09 01:00:00;2;16;9;1.778;7;NOCHE;5;8;3.200;2.000;;;0;0.000;0;0;0;0;0;
2021-12-09 02:00:00;1;13;9;1.444;4;NOCHE;5;8;2.600;1.625;;;0;0.000;0;0;0;0;0;
2021-12-09 03:00:00;1;7;9;0.778;0;NOCHE;5;8;1.400;0.875;6.000;6.000;0;0.000;0;0;0;0;1;0.000
2021-12-09 04:00:00;1;8;9;0.889;0;NOCHE;5;8;1.600;1.000;3.000;3.000;0;0.000;0;0;0;0;1;0.000
2021-12-09 05:00:00;3;8;9;0.889;0;NOCHE;5;8;1.600;1.000;10.000;12.600;0;0.000;0;0;0;3;0;0.000
